Id,SampleEventId,InputFileId,Type,Origin,TrophicMode,TaxonomicKingdom,TaxonomicOrder,TaxonomicFamily,TaxonomicGenus,TaxonomicSpecies,SamplePooling,StatisticalPooling,SampleSize,DevelopmentStage,GutClearance,OrganismMass,OrganismMassType,OrganismMassUnits,OrganismSizeNotes,OrganismSampled,TissueSampled,CarbonMean,CarbonStdev,CarbonUnits,CarbonMethod,CarbonMethodUrl,NitrogenMean,NitrogenStdev,NitrogenUnits,NitrogenMethod,NitrogenMethodUrl,PhosphorusMean,PhosphorusStdev,PhosphorusUnits,PhosphorusMethod,PhosphorusMethodUrl,CarbonToNitrogenRatio,CarbonToPhosphorusRatio,NitrogenToPhosphorusRatio,OtherElementsReported,Isotope13C,Isotope13CStDev,Isotope15N,Isotope15NStDev,OtherIsotopesReported,Chlorophyll,ChlorophyllUnits,ResourceQuantityReported,OrganismSampleId,Notes
815,4674,3,Seston,Sestonic,other,NA,NA,NA,NA,NA,NA_unknown,NA_unknown,1,NA,NA,8e-4,AFDM,g_L,NA,whole_organism,NA,246.51,NA,ugC_L,CHN_analysis,https://data.neonscience.org/documents/10179/2113486/SIRFER_algalPlantChem_isotopes_V1/48b19e2b-7830-4056-817c-da8ea8ee183a,24.05,NA,ugN_L,CHN_analysis,https://data.neonscience.org/documents/10179/2113486/SIRFER_algalPlantChem_isotopes_V1/48b19e2b-7830-4056-817c-da8ea8ee183a,4.04,NA,ugP_L,ICP_OMS,https://data.neonscience.org/documents/10179/3070551/ICPMetalsLab_P_V1/4e8f0e27-251f-40b1-b5ad-07fd1ca3ad9e,11.95327658,157.35456508,13.16413655,TRUE,-28.4,NA,3.14,NA,TRUE,0.05,ug_L,FALSE,"{""parentSampleID"":[""HOPB.20171012.SESTON.1""]}",NA
816,4675,3,Periphyton,Epilithon,other,NA,NA,NA,NA,NA,NA_unknown,NA_unknown,1,NA,NA,NA,NA,NA,NA,whole_organism,NA,121759.21,NA,ugC_L,CHN_analysis,https://data.neonscience.org/documents/10179/2113486/SIRFER_algalPlantChem_isotopes_V1/48b19e2b-7830-4056-817c-da8ea8ee183a,17381.33,NA,ugN_L,CHN_analysis,https://data.neonscience.org/documents/10179/2113486/SIRFER_algalPlantChem_isotopes_V1/48b19e2b-7830-4056-817c-da8ea8ee183a,516,NA,ugP_L,ICP_OMS,https://data.neonscience.org/documents/10179/3070551/ICPMetalsLab_P_V1/4e8f0e27-251f-40b1-b5ad-07fd1ca3ad9e,8.16932782,608.52481129,74.48896953,TRUE,-27.68,NA,7.33,NA,TRUE,NA,NA,FALSE,"{""parentSampleID"":[""HOPB.20170419.EPILITHON.1""]}",NA
817,4675,3,Periphyton,Epilithon,other,NA,NA,NA,NA,NA,NA_unknown,NA_unknown,1,NA,NA,0.00259767,AFDM,g_cm2,NA,whole_organism,NA,602.08795719,NA,ugC_cm2,CHN_analysis,https://data.neonscience.org/documents/10179/2113486/SIRFER_algalPlantChem_isotopes_V1/48b19e2b-7830-4056-817c-da8ea8ee183a,82.34949086,NA,ugN_cm2,CHN_analysis,https://data.neonscience.org/documents/10179/2113486/SIRFER_algalPlantChem_isotopes_V1/48b19e2b-7830-4056-817c-da8ea8ee183a,0.53719867,NA,ugP_cm2,ICP_OMS,https://data.neonscience.org/documents/10179/3070551/ICPMetalsLab_P_V1/4e8f0e27-251f-40b1-b5ad-07fd1ca3ad9e,8.52641623,2890.35496772,338.98825588,TRUE,-29.28,NA,5.04,NA,TRUE,NA,NA,FALSE,"{""parentSampleID"":[""HOPB.20170419.EPILITHON.2""]}",NA
818,4675,3,Periphyton,Epilithon,other,NA,NA,NA,NA,NA,NA_unknown,NA_unknown,1,NA,NA,7.793e-4,AFDM,g_cm2,NA,whole_organism,NA,162.05065461,NA,ugC_cm2,CHN_analysis,https://data.neonscience.org/documents/10179/2113486/SIRFER_algalPlantChem_isotopes_V1/48b19e2b-7830-4056-817c-da8ea8ee183a,24.65996467,NA,ugN_cm2,CHN_analysis,https://data.neonscience.org/documents/10179/2113486/SIRFER_algalPlantChem_isotopes_V1/48b19e2b-7830-4056-817c-da8ea8ee183a,0.55917498,NA,ugP_cm2,ICP_OMS,https://data.neonscience.org/documents/10179/3070551/ICPMetalsLab_P_V1/4e8f0e27-251f-40b1-b5ad-07fd1ca3ad9e,7.6634768,747.3589328,97.52217591,TRUE,-28.39,NA,5.51,NA,TRUE,NA,NA,FALSE,"{""parentSampleID"":[""HOPB.20170419.EPILITHON.3""]}",NA
819,4675,3,Periphyton,Epilithon,other,NA,NA,NA,NA,NA,NA_unknown,NA_unknown,1,NA,NA,0.00259767,AFDM,g_cm2,NA,whole_organism,NA,731.66890067,NA,ugC_cm2,CHN_analysis,https://data.neonscience.org/documents/10179/2113486/SIRFER_algalPlantChem_isotopes_V1/48b19e2b-7830-4056-817c-da8ea8ee183a,64.45485245,NA,ugN_cm2,CHN_analysis,https://data.neonscience.org/documents/10179/2113486/SIRFER_algalPlantChem_isotopes_V1/48b19e2b-7830-4056-817c-da8ea8ee183a,9.74121987,NA,ugP_cm2,ICP_OMS,https://data.neonscience.org/documents/10179/3070551/ICPMetalsLab_P_V1/4e8f0e27-251f-40b1-b5ad-07fd1ca3ad9e,13.23812522,193.69901864,14.63190712,TRUE,-29.61,NA,5.66,NA,TRUE,NA,NA,FALSE,"{""parentSampleID"":[""HOPB.20170419.EPILITHON.4""]}",NA
820,4675,3,Periphyton,Epilithon,other,NA,NA,NA,NA,NA,NA_unknown,NA_unknown,1,NA,NA,0.00233791,AFDM,g_cm2,NA,whole_organism,NA,361.57829385,NA,ugC_cm2,CHN_analysis,https://data.neonscience.org/documents/10179/2113486/SIRFER_algalPlantChem_isotopes_V1/48b19e2b-7830-4056-817c-da8ea8ee183a,41.33026808,NA,ugN_cm2,CHN_analysis,https://data.neonscience.org/documents/10179/2113486/SIRFER_algalPlantChem_isotopes_V1/48b19e2b-7830-4056-817c-da8ea8ee183a,1.56733167,NA,ugP_cm2,ICP_OMS,https://data.neonscience.org/documents/10179/3070551/ICPMetalsLab_P_V1/4e8f0e27-251f-40b1-b5ad-07fd1ca3ad9e,10.20238331,594.93238748,58.31307932,TRUE,-28.91,NA,5.1,NA,TRUE,NA,NA,FALSE,"{""parentSampleID"":[""HOPB.20170419.EPILITHON.5""]}",NA
821,4675,3,Periphyton,Epipsammic,other,NA,NA,NA,NA,NA,NA_unknown,NA_unknown,1,NA,NA,2.1051e-4,AFDM,g_cm2,NA,whole_organism,NA,152.40809195,NA,ugC_cm2,CHN_analysis,https://data.neonscience.org/documents/10179/2113486/SIRFER_algalPlantChem_isotopes_V1/48b19e2b-7830-4056-817c-da8ea8ee183a,13.23699057,NA,ugN_cm2,CHN_analysis,https://data.neonscience.org/documents/10179/2113486/SIRFER_algalPlantChem_isotopes_V1/48b19e2b-7830-4056-817c-da8ea8ee183a,0.68305827,NA,ugP_cm2,ICP_OMS,https://data.neonscience.org/documents/10179/3070551/ICPMetalsLab_P_V1/4e8f0e27-251f-40b1-b5ad-07fd1ca3ad9e,13.42722524,575.40872558,42.85388198,TRUE,-28.29,NA,4.71,NA,TRUE,NA,NA,FALSE,"{""parentSampleID"":[""HOPB.20170419.EPIPSAMMON.1""]}",NA
822,4675,3,Periphyton,Epipsammic,other,NA,NA,NA,NA,NA,NA_unknown,NA_unknown,1,NA,NA,NA,NA,NA,NA,whole_organism,NA,124796.29,NA,ugC_L,CHN_analysis,https://data.neonscience.org/documents/10179/2113486/SIRFER_algalPlantChem_isotopes_V1/48b19e2b-7830-4056-817c-da8ea8ee183a,10964.73,NA,ugN_L,CHN_analysis,https://data.neonscience.org/documents/10179/2113486/SIRFER_algalPlantChem_isotopes_V1/48b19e2b-7830-4056-817c-da8ea8ee183a,276.43,NA,ugP_L,ICP_OMS,https://data.neonscience.org/documents/10179/3070551/ICPMetalsLab_P_V1/4e8f0e27-251f-40b1-b5ad-07fd1ca3ad9e,13.27306558,1164.24041522,87.71450786,TRUE,-28.27,NA,5.26,NA,TRUE,NA,NA,FALSE,"{""parentSampleID"":[""HOPB.20170419.EPIPSAMMON.2""]}",NA
823,4675,3,Periphyton,Epipsammic,other,NA,NA,NA,NA,NA,NA_unknown,NA_unknown,1,NA,NA,0.00126305,AFDM,g_cm2,NA,whole_organism,NA,101.69783597,NA,ugC_cm2,CHN_analysis,https://data.neonscience.org/documents/10179/2113486/SIRFER_algalPlantChem_isotopes_V1/48b19e2b-7830-4056-817c-da8ea8ee183a,8.3797996,NA,ugN_cm2,CHN_analysis,https://data.neonscience.org/documents/10179/2113486/SIRFER_algalPlantChem_isotopes_V1/48b19e2b-7830-4056-817c-da8ea8ee183a,1.29513304,NA,ugP_cm2,ICP_OMS,https://data.neonscience.org/documents/10179/3070551/ICPMetalsLab_P_V1/4e8f0e27-251f-40b1-b5ad-07fd1ca3ad9e,14.15290484,202.49928717,14.30796642,TRUE,-27.02,NA,3.54,NA,TRUE,NA,NA,FALSE,"{""parentSampleID"":[""HOPB.20170419.EPIPSAMMON.3""]}",NA
824,4676,3,Periphyton,Epilithon,other,NA,NA,NA,NA,NA,NA_unknown,NA_unknown,1,NA,NA,0.0015586,AFDM,g_cm2,NA,whole_organism,NA,553.40321072,NA,ugC_cm2,CHN_analysis,https://data.neonscience.org/documents/10179/2113486/SIRFER_algalPlantChem_isotopes_V1/48b19e2b-7830-4056-817c-da8ea8ee183a,65.07793017,NA,ugN_cm2,CHN_analysis,https://data.neonscience.org/documents/10179/2113486/SIRFER_algalPlantChem_isotopes_V1/48b19e2b-7830-4056-817c-da8ea8ee183a,1.37193475,NA,ugP_cm2,ICP_OMS,https://data.neonscience.org/documents/10179/3070551/ICPMetalsLab_P_V1/4e8f0e27-251f-40b1-b5ad-07fd1ca3ad9e,9.91688896,1040.24201162,104.89600277,TRUE,-26.83,NA,5,NA,TRUE,NA,NA,FALSE,"{""parentSampleID"":[""HOPB.20170719.EPILITHON.1""]}",NA
825,4676,3,Periphyton,Epilithon,other,NA,NA,NA,NA,NA,NA_unknown,NA_unknown,1,NA,NA,NA,NA,NA,NA,whole_organism,NA,29705.71,NA,ugC_L,CHN_analysis,https://data.neonscience.org/documents/10179/2113486/SIRFER_algalPlantChem_isotopes_V1/48b19e2b-7830-4056-817c-da8ea8ee183a,3690.71,NA,ugN_L,CHN_analysis,https://data.neonscience.org/documents/10179/2113486/SIRFER_algalPlantChem_isotopes_V1/48b19e2b-7830-4056-817c-da8ea8ee183a,16.82,NA,ugP_L,ICP_OMS,https://data.neonscience.org/documents/10179/3070551/ICPMetalsLab_P_V1/4e8f0e27-251f-40b1-b5ad-07fd1ca3ad9e,9.38636683,4554.49380663,485.22435674,TRUE,-27.54,NA,4.14,NA,TRUE,NA,NA,FALSE,"{""parentSampleID"":[""HOPB.20170719.EPILITHON.2""]}",NA
826,4676,3,Periphyton,Epilithon,other,NA,NA,NA,NA,NA,NA_unknown,NA_unknown,1,NA,NA,0.00181837,AFDM,g_cm2,NA,whole_organism,NA,224.15061305,NA,ugC_cm2,CHN_analysis,https://data.neonscience.org/documents/10179/2113486/SIRFER_algalPlantChem_isotopes_V1/48b19e2b-7830-4056-817c-da8ea8ee183a,26.65482128,NA,ugN_cm2,CHN_analysis,https://data.neonscience.org/documents/10179/2113486/SIRFER_algalPlantChem_isotopes_V1/48b19e2b-7830-4056-817c-da8ea8ee183a,1.36221945,NA,ugP_cm2,ICP_OMS,https://data.neonscience.org/documents/10179/3070551/ICPMetalsLab_P_V1/4e8f0e27-251f-40b1-b5ad-07fd1ca3ad9e,9.80689812,424.34493616,43.27004635,TRUE,-28.35,NA,7.02,NA,TRUE,NA,NA,FALSE,"{""parentSampleID"":[""HOPB.20170719.EPILITHON.3""]}",NA
827,4676,3,Periphyton,Epilithon,other,NA,NA,NA,NA,NA,NA_unknown,NA_unknown,1,NA,NA,0.0015586,AFDM,g_cm2,NA,whole_organism,NA,308.36403782,NA,ugC_cm2,CHN_analysis,https://data.neonscience.org/documents/10179/2113486/SIRFER_algalPlantChem_isotopes_V1/48b19e2b-7830-4056-817c-da8ea8ee183a,42.75005195,NA,ugN_cm2,CHN_analysis,https://data.neonscience.org/documents/10179/2113486/SIRFER_algalPlantChem_isotopes_V1/48b19e2b-7830-4056-817c-da8ea8ee183a,1.36019327,NA,ugP_cm2,ICP_OMS,https://data.neonscience.org/documents/10179/3070551/ICPMetalsLab_P_V1/4e8f0e27-251f-40b1-b5ad-07fd1ca3ad9e,8.41190936,584.64100669,69.50158182,TRUE,-28.67,NA,6.78,NA,TRUE,NA,NA,FALSE,"{""parentSampleID"":[""HOPB.20170719.EPILITHON.4""]}",NA
828,4676,3,Periphyton,Epilithon,other,NA,NA,NA,NA,NA,NA_unknown,NA_unknown,1,NA,NA,NA,NA,NA,NA,whole_organism,NA,31017.53,NA,ugC_L,CHN_analysis,https://data.neonscience.org/documents/10179/2113486/SIRFER_algalPlantChem_isotopes_V1/48b19e2b-7830-4056-817c-da8ea8ee183a,3349.76,NA,ugN_L,CHN_analysis,https://data.neonscience.org/documents/10179/2113486/SIRFER_algalPlantChem_isotopes_V1/48b19e2b-7830-4056-817c-da8ea8ee183a,136.13,NA,ugP_L,ICP_OMS,https://data.neonscience.org/documents/10179/3070551/ICPMetalsLab_P_V1/4e8f0e27-251f-40b1-b5ad-07fd1ca3ad9e,10.79844016,587.59695529,54.4149846,TRUE,-29.54,NA,5.06,NA,TRUE,NA,NA,FALSE,"{""parentSampleID"":[""HOPB.20170719.EPILITHON.5""]}",NA
829,4676,3,Periphyton,Epipsammic,other,NA,NA,NA,NA,NA,NA_unknown,NA_unknown,1,NA,NA,NA,NA,NA,NA,whole_organism,NA,208669.87,NA,ugC_L,CHN_analysis,https://data.neonscience.org/documents/10179/2113486/SIRFER_algalPlantChem_isotopes_V1/48b19e2b-7830-4056-817c-da8ea8ee183a,21823.38,NA,ugN_L,CHN_analysis,https://data.neonscience.org/documents/10179/2113486/SIRFER_algalPlantChem_isotopes_V1/48b19e2b-7830-4056-817c-da8ea8ee183a,3681.59,NA,ugP_L,ICP_OMS,https://data.neonscience.org/documents/10179/3070551/ICPMetalsLab_P_V1/4e8f0e27-251f-40b1-b5ad-07fd1ca3ad9e,11.15077976,146.16739066,13.10826631,TRUE,-28.64,NA,4.25,NA,TRUE,NA,NA,FALSE,"{""parentSampleID"":[""HOPB.20170719.EPIPSAMMON.1""]}",NA
830,4676,3,Periphyton,Epipsammic,other,NA,NA,NA,NA,NA,NA_unknown,NA_unknown,1,NA,NA,7.3678e-4,AFDM,g_cm2,NA,whole_organism,NA,187.77782924,NA,ugC_cm2,CHN_analysis,https://data.neonscience.org/documents/10179/2113486/SIRFER_algalPlantChem_isotopes_V1/48b19e2b-7830-4056-817c-da8ea8ee183a,17.87929438,NA,ugN_cm2,CHN_analysis,https://data.neonscience.org/documents/10179/2113486/SIRFER_algalPlantChem_isotopes_V1/48b19e2b-7830-4056-817c-da8ea8ee183a,1.81527871,NA,ugP_cm2,ICP_OMS,https://data.neonscience.org/documents/10179/3070551/ICPMetalsLab_P_V1/4e8f0e27-251f-40b1-b5ad-07fd1ca3ad9e,12.24789478,266.76396849,21.78039355,TRUE,-28.68,NA,-3.56,NA,TRUE,NA,NA,FALSE,"{""parentSampleID"":[""HOPB.20170719.EPIPSAMMON.2""]}",NA
831,4676,3,Periphyton,Epipsammic,other,NA,NA,NA,NA,NA,NA_unknown,NA_unknown,1,NA,NA,0.00547322,AFDM,g_cm2,NA,whole_organism,NA,523.1690805,NA,ugC_cm2,CHN_analysis,https://data.neonscience.org/documents/10179/2113486/SIRFER_algalPlantChem_isotopes_V1/48b19e2b-7830-4056-817c-da8ea8ee183a,35.19912007,NA,ugN_cm2,CHN_analysis,https://data.neonscience.org/documents/10179/2113486/SIRFER_algalPlantChem_isotopes_V1/48b19e2b-7830-4056-817c-da8ea8ee183a,9.76212529,NA,ugP_cm2,ICP_OMS,https://data.neonscience.org/documents/10179/3070551/ICPMetalsLab_P_V1/4e8f0e27-251f-40b1-b5ad-07fd1ca3ad9e,17.33316095,138.20503396,7.97344664,TRUE,-28.76,NA,10.95,NA,TRUE,NA,NA,FALSE,"{""parentSampleID"":[""HOPB.20170719.EPIPSAMMON.3""]}",NA
832,4677,3,Periphyton,Epilithon,other,NA,NA,NA,NA,NA,NA_unknown,NA_unknown,1,NA,NA,0.0015586,AFDM,g_cm2,NA,whole_organism,NA,1073.3372818,NA,ugC_cm2,CHN_analysis,https://data.neonscience.org/documents/10179/2113486/SIRFER_algalPlantChem_isotopes_V1/48b19e2b-7830-4056-817c-da8ea8ee183a,105.37167498,NA,ugN_cm2,CHN_analysis,https://data.neonscience.org/documents/10179/2113486/SIRFER_algalPlantChem_isotopes_V1/48b19e2b-7830-4056-817c-da8ea8ee183a,5.16993973,NA,ugP_cm2,ICP_OMS,https://data.neonscience.org/documents/10179/3070551/ICPMetalsLab_P_V1/4e8f0e27-251f-40b1-b5ad-07fd1ca3ad9e,11.8789988,535.39819708,45.07098671,TRUE,-29.38,NA,7.57,NA,TRUE,0.87837697,ug_cm2,FALSE,"{""parentSampleID"":[""HOPB.20171012.EPILITHON.1""]}",NA
833,4677,3,Periphyton,Epilithon,other,NA,NA,NA,NA,NA,NA_unknown,NA_unknown,1,NA,NA,0.00121225,AFDM,g_cm2,NA,whole_organism,NA,784.61128429,NA,ugC_cm2,CHN_analysis,https://data.neonscience.org/documents/10179/2113486/SIRFER_algalPlantChem_isotopes_V1/48b19e2b-7830-4056-817c-da8ea8ee183a,87.81790316,NA,ugN_cm2,CHN_analysis,https://data.neonscience.org/documents/10179/2113486/SIRFER_algalPlantChem_isotopes_V1/48b19e2b-7830-4056-817c-da8ea8ee183a,1.94477348,NA,ugP_cm2,ICP_OMS,https://data.neonscience.org/documents/10179/3070551/ICPMetalsLab_P_V1/4e8f0e27-251f-40b1-b5ad-07fd1ca3ad9e,10.41931083,1040.42719633,99.85566351,TRUE,-27.37,NA,4.77,NA,TRUE,0.81821488,ug_cm2,FALSE,"{""parentSampleID"":[""HOPB.20171012.EPILITHON.2""]}",NA
834,4677,3,Periphyton,Epilithon,other,NA,NA,NA,NA,NA,NA_unknown,NA_unknown,1,NA,NA,0.00242449,AFDM,g_cm2,NA,whole_organism,NA,724.10437448,NA,ugC_cm2,CHN_analysis,https://data.neonscience.org/documents/10179/2113486/SIRFER_algalPlantChem_isotopes_V1/48b19e2b-7830-4056-817c-da8ea8ee183a,73.64900249,NA,ugN_cm2,CHN_analysis,https://data.neonscience.org/documents/10179/2113486/SIRFER_algalPlantChem_isotopes_V1/48b19e2b-7830-4056-817c-da8ea8ee183a,2.82954073,NA,ugP_cm2,ICP_OMS,https://data.neonscience.org/documents/10179/3070551/ICPMetalsLab_P_V1/4e8f0e27-251f-40b1-b5ad-07fd1ca3ad9e,11.46573261,659.95054443,57.55851517,TRUE,-28.69,NA,4.86,NA,TRUE,2.33432045,ug_cm2,FALSE,"{""parentSampleID"":[""HOPB.20171012.EPILITHON.3""]}",NA
835,4677,3,Periphyton,Epilithon,other,NA,NA,NA,NA,NA,NA_unknown,NA_unknown,1,NA,NA,0.00138543,AFDM,g_cm2,NA,whole_organism,NA,581.06837074,NA,ugC_cm2,CHN_analysis,https://data.neonscience.org/documents/10179/2113486/SIRFER_algalPlantChem_isotopes_V1/48b19e2b-7830-4056-817c-da8ea8ee183a,66.40321072,NA,ugN_cm2,CHN_analysis,https://data.neonscience.org/documents/10179/2113486/SIRFER_algalPlantChem_isotopes_V1/48b19e2b-7830-4056-817c-da8ea8ee183a,4.85884248,NA,ugP_cm2,ICP_OMS,https://data.neonscience.org/documents/10179/3070551/ICPMetalsLab_P_V1/4e8f0e27-251f-40b1-b5ad-07fd1ca3ad9e,10.20482743,308.40441524,30.22142388,TRUE,-29.17,NA,6.64,NA,TRUE,0.60276392,ug_cm2,FALSE,"{""parentSampleID"":[""HOPB.20171012.EPILITHON.4""]}",NA
836,4677,3,Periphyton,Epilithon,other,NA,NA,NA,NA,NA,NA_unknown,NA_unknown,1,NA,NA,0.00329039,AFDM,g_cm2,NA,whole_organism,NA,914.3456463,NA,ugC_cm2,CHN_analysis,https://data.neonscience.org/documents/10179/2113486/SIRFER_algalPlantChem_isotopes_V1/48b19e2b-7830-4056-817c-da8ea8ee183a,71.5594867,NA,ugN_cm2,CHN_analysis,https://data.neonscience.org/documents/10179/2113486/SIRFER_algalPlantChem_isotopes_V1/48b19e2b-7830-4056-817c-da8ea8ee183a,10.12905237,NA,ugP_cm2,ICP_OMS,https://data.neonscience.org/documents/10179/3070551/ICPMetalsLab_P_V1/4e8f0e27-251f-40b1-b5ad-07fd1ca3ad9e,14.90083796,232.79184113,15.62273489,TRUE,-28.06,NA,4.57,NA,TRUE,0.01485869,ug_cm2,FALSE,"{""parentSampleID"":[""HOPB.20171012.EPILITHON.5""]}",NA
837,4677,3,Periphyton,Epilithon,other,NA,NA,NA,NA,NA,NA_unknown,NA_unknown,1,NA,NA,6.9271e-4,AFDM,g_cm2,NA,whole_organism,NA,485.89339152,NA,ugC_cm2,CHN_analysis,https://data.neonscience.org/documents/10179/2113486/SIRFER_algalPlantChem_isotopes_V1/48b19e2b-7830-4056-817c-da8ea8ee183a,47.27758728,NA,ugN_cm2,CHN_analysis,https://data.neonscience.org/documents/10179/2113486/SIRFER_algalPlantChem_isotopes_V1/48b19e2b-7830-4056-817c-da8ea8ee183a,1.49911679,NA,ugP_cm2,ICP_OMS,https://data.neonscience.org/documents/10179/3070551/ICPMetalsLab_P_V1/4e8f0e27-251f-40b1-b5ad-07fd1ca3ad9e,11.98541827,835.85644229,69.739447,TRUE,-29.54,NA,6.45,NA,TRUE,3.6023483,ug_cm2,FALSE,"{""parentSampleID"":[""HOPB.20171012.EPILITHON.6""]}",NA
838,4677,3,Periphyton,Epilithon,other,NA,NA,NA,NA,NA,NA_unknown,NA_unknown,1,NA,NA,0.00744666,AFDM,g_cm2,NA,whole_organism,NA,657.62245428,NA,ugC_cm2,CHN_analysis,https://data.neonscience.org/documents/10179/2113486/SIRFER_algalPlantChem_isotopes_V1/48b19e2b-7830-4056-817c-da8ea8ee183a,45.32512469,NA,ugN_cm2,CHN_analysis,https://data.neonscience.org/documents/10179/2113486/SIRFER_algalPlantChem_isotopes_V1/48b19e2b-7830-4056-817c-da8ea8ee183a,23.52052161,NA,ugP_cm2,ICP_OMS,https://data.neonscience.org/documents/10179/3070551/ICPMetalsLab_P_V1/4e8f0e27-251f-40b1-b5ad-07fd1ca3ad9e,16.92018603,72.10341843,4.2613845,TRUE,-29.83,NA,7.15,NA,TRUE,1.13700125,ug_cm2,FALSE,"{""parentSampleID"":[""HOPB.20171012.EPILITHON.7""]}",NA
839,4677,3,Periphyton,Epilithon,other,NA,NA,NA,NA,NA,NA_unknown,NA_unknown,1,NA,NA,0.00173178,AFDM,g_cm2,NA,whole_organism,NA,934.06203242,NA,ugC_cm2,CHN_analysis,https://data.neonscience.org/documents/10179/2113486/SIRFER_algalPlantChem_isotopes_V1/48b19e2b-7830-4056-817c-da8ea8ee183a,94.9947527,NA,ugN_cm2,CHN_analysis,https://data.neonscience.org/documents/10179/2113486/SIRFER_algalPlantChem_isotopes_V1/48b19e2b-7830-4056-817c-da8ea8ee183a,3.67721322,NA,ugP_cm2,ICP_OMS,https://data.neonscience.org/documents/10179/3070551/ICPMetalsLab_P_V1/4e8f0e27-251f-40b1-b5ad-07fd1ca3ad9e,11.46683624,655.06301118,57.12674337,TRUE,-31.41,NA,5.46,NA,TRUE,7.93178512,ug_cm2,FALSE,"{""parentSampleID"":[""HOPB.20171012.EPILITHON.8""]}",NA
920,4688,3,Seston,Sestonic,other,NA,NA,NA,NA,NA,NA_unknown,NA_unknown,1,NA,NA,0.0014,AFDM,g_L,NA,whole_organism,NA,299.24,NA,ugC_L,CHN_analysis,https://data.neonscience.org/documents/10179/2113486/SIRFER_algalPlantChem_isotopes_V1/48b19e2b-7830-4056-817c-da8ea8ee183a,34.4,NA,ugN_L,CHN_analysis,https://data.neonscience.org/documents/10179/2113486/SIRFER_algalPlantChem_isotopes_V1/48b19e2b-7830-4056-817c-da8ea8ee183a,6.72,NA,ugP_L,ICP_OMS,https://data.neonscience.org/documents/10179/3070551/ICPMetalsLab_P_V1/4e8f0e27-251f-40b1-b5ad-07fd1ca3ad9e,10.14445479,114.83559986,11.32003664,TRUE,-26.18,NA,1.66,NA,TRUE,NA,NA,FALSE,"{""parentSampleID"":[""LEWI.20170329.SESTON.1""]}",NA
921,4689,3,Seston,Sestonic,other,NA,NA,NA,NA,NA,NA_unknown,NA_unknown,1,NA,NA,0.46666667,AFDM,g_L,NA,whole_organism,NA,3733.14,NA,ugC_L,CHN_analysis,https://data.neonscience.org/documents/10179/2113486/SIRFER_algalPlantChem_isotopes_V1/48b19e2b-7830-4056-817c-da8ea8ee183a,306.45,NA,ugN_L,CHN_analysis,https://data.neonscience.org/documents/10179/2113486/SIRFER_algalPlantChem_isotopes_V1/48b19e2b-7830-4056-817c-da8ea8ee183a,31.98,NA,ugP_L,ICP_OMS,https://data.neonscience.org/documents/10179/3070551/ICPMetalsLab_P_V1/4e8f0e27-251f-40b1-b5ad-07fd1ca3ad9e,14.20633851,301.03846306,21.19043291,TRUE,-24,NA,6.14,NA,TRUE,NA,NA,FALSE,"{""parentSampleID"":[""LEWI.20170711.SESTON.1""]}",NA
922,4690,3,Periphyton,Epilithon,other,NA,NA,NA,NA,NA,NA_unknown,NA_unknown,1,NA,NA,0.00197423,AFDM,g_cm2,NA,whole_organism,NA,730.25815669,NA,ugC_cm2,CHN_analysis,https://data.neonscience.org/documents/10179/2113486/SIRFER_algalPlantChem_isotopes_V1/48b19e2b-7830-4056-817c-da8ea8ee183a,184.62458437,NA,ugN_cm2,CHN_analysis,https://data.neonscience.org/documents/10179/2113486/SIRFER_algalPlantChem_isotopes_V1/48b19e2b-7830-4056-817c-da8ea8ee183a,6.84876351,NA,ugP_cm2,ICP_OMS,https://data.neonscience.org/documents/10179/3070551/ICPMetalsLab_P_V1/4e8f0e27-251f-40b1-b5ad-07fd1ca3ad9e,4.61269133,274.97323109,59.61231992,TRUE,-34.08,NA,7.46,NA,TRUE,NA,NA,FALSE,"{""parentSampleID"":[""LEWI.20170329.EPILITHON.1""]}",NA
923,4690,3,Periphyton,Epilithon,other,NA,NA,NA,NA,NA,NA_unknown,NA_unknown,1,NA,NA,0.0015586,AFDM,g_cm2,NA,whole_organism,NA,682.58229426,NA,ugC_cm2,CHN_analysis,https://data.neonscience.org/documents/10179/2113486/SIRFER_algalPlantChem_isotopes_V1/48b19e2b-7830-4056-817c-da8ea8ee183a,156.83712594,NA,ugN_cm2,CHN_analysis,https://data.neonscience.org/documents/10179/2113486/SIRFER_algalPlantChem_isotopes_V1/48b19e2b-7830-4056-817c-da8ea8ee183a,4.03506858,NA,ugP_cm2,ICP_OMS,https://data.neonscience.org/documents/10179/3070551/ICPMetalsLab_P_V1/4e8f0e27-251f-40b1-b5ad-07fd1ca3ad9e,5.07543945,436.24480566,85.95212492,TRUE,-27.33,NA,7.37,NA,TRUE,NA,NA,FALSE,"{""parentSampleID"":[""LEWI.20170329.EPILITHON.2""]}",NA
